area_id,population,location_urban,location_rural,hh_size1,hh_size2,hh_size3,hh_size4,m_0_to_30,f_0_to_30,m_30_to_60,f_30_to_60,m_gt_60,f_gt_60,edu_non,edu_low,edu_middle,edu_high
d3067,266,266,0,83,161,10,50,61,73,136,163,21,31,28,109,302,46
d3068,279,0,279,74,191,4,43,11,11,171,166,84,68,60,267,171,13
d3069,279,279,0,100,151,17,48,56,62,162,167,25,29,35,129,289,48
d3070,273,0,273,71,194,4,18,6,12,172,152,81,66,56,273,155,5
d3071,287,0,287,70,209,3,20,11,10,184,158,82,72,65,255,189,8
d3072,279,0,279,76,198,0,22,17,9,167,179,65,57,33,212,232,17
d3073,304,304,0,116,158,11,87,81,79,177,166,22,27,37,113,340,62
d3074,283,0,283,93,179,3,37,6,7,142,127,108,107,57,281,158,1
d3075,290,290,0,106,160,12,54,72,67,161,171,21,24,39,115,321,41
d3076,258,258,0,89,144,12,58,61,59,154,164,18,15,30,101,296,44
d3077,282,282,0,107,155,10,48,48,69,155,178,23,22,34,109,292,60
d3078,271,271,0,82,165,8,72,73,70,155,169,18,23,39,108,303,58
d3079,339,339,0,176,161,0,9,30,28,181,165,54,49,61,205,225,16
d3080,284,0,284,86,194,2,9,9,14,160,167,67,72,35,192,235,27
d3081,255,255,0,81,151,11,52,69,64,133,155,21,26,39,85,292,52
d3082,264,0,264,65,185,6,33,11,10,149,169,70,77,56,254,161,15
d3083,352,0,352,170,176,5,5,9,11,123,116,145,138,40,202,270,30
d3084,277,277,0,121,120,13,101,98,97,148,129,16,13,30,70,320,81
d3085,277,0,277,67,196,8,24,7,15,149,163,74,99,62,258,177,10
d3086,308,308,0,146,156,2,17,26,32,160,168,44,51,61,210,196,14
d3087,275,0,275,64,200,6,21,17,8,157,186,67,68,62,258,172,11
d3088,294,294,0,114,159,8,59,62,59,181,167,18,28,35,135,297,48
d3089,281,281,0,120,130,12,85,82,93,146,139,24,17,37,77,318,69
d3090,279,279,0,88,161,13,78,95,73,155,152,22,30,34,123,317,53
d3091,275,0,275,75,193,2,23,12,10,180,139,60,89,63,273,141,13
d3092,266,266,0,95,153,7,49,53,67,133,163,28,27,25,106,296,44
d3093,287,287,0,118,137,12,90,87,81,162,141,25,22,28,87,316,87
d3094,279,279,0,90,169,9,49,73,63,168,153,24,23,32,104,311,57
d3095,254,254,0,87,132,14,92,86,87,130,140,21,21,18,77,323,67
d3096,287,0,287,96,186,1,19,13,19,138,193,68,59,39,165,263,23
d3097,276,276,0,101,147,14,60,63,78,142,171,17,26,32,100,315,50
d3098,280,0,280,74,194,7,22,17,14,152,184,65,73,61,257,171,16
d3099,298,0,298,122,168,2,27,6,11,129,121,109,115,54,277,156,4
d3100,277,0,277,80,186,5,27,15,13,150,176,74,66,40,204,229,21
d3101,215,215,0,50,91,30,193,140,120,101,97,22,35,16,33,391,75
d3102,286,0,286,78,205,1,8,12,12,164,181,75,55,34,189,245,31
d3103,284,284,0,111,154,7,53,73,60,173,141,24,22,29,97,313,54
d3104,279,279,0,131,115,10,101,77,82,157,137,18,21,33,85,315,59
d3105,292,0,292,106,174,4,38,3,6,142,112,115,126,64,272,167,1
d3106,295,0,295,86,206,0,13,17,19,171,190,54,60,39,187,262,23
d3107,281,281,0,98,159,7,75,70,68,154,162,28,30,33,131,288,60
d3108,288,0,288,77,199,4,36,10,11,184,156,78,84,63,284,166,10
d3109,309,309,0,105,184,10,44,75,73,189,161,21,28,39,133,324,51
d3110,194,194,0,41,78,34,181,130,101,95,92,29,33,10,49,335,86
d3111,284,284,0,94,168,8,62,64,83,156,166,18,29,39,113,309,55
d3112,210,210,0,45,97,24,194,121,112,93,111,27,41,8,52,381,64
d3113,274,0,274,64,195,6,38,6,17,154,183,85,65,48,285,167,10
d3114,293,293,0,99,176,14,18,58,77,166,159,23,28,39,109,294,69
d3115,300,0,300,91,199,5,20,14,12,177,160,95,66,67,277,167,13
d3116,305,0,305,123,179,1,8,12,9,115,111,125,120,43,173,249,27
d3117,188,188,0,37,83,23,199,116,105,88,99,32,31,11,63,334,63
d3118,314,314,0,134,168,2,45,33,28,178,178,59,45,80,195,226,20
d3119,270,0,270,88,168,2,55,6,9,137,115,106,112,54,282,145,4
d3120,262,262,0,79,163,4,73,72,65,158,149,23,23,35,100,304,51
d3121,285,285,0,106,162,8,39,66,71,155,150,27,24,38,130,271,54
d3122,329,329,0,157,163,5,18,30,31,179,175,54,47,64,222,206,24
d3123,291,0,291,69,220,1,4,10,17,179,170,73,67,41,200,253,22
d3124,284,0,284,87,184,7,27,12,11,148,155,82,95,57,278,156,12
d3125,266,266,0,74,162,17,58,84,67,155,153,22,26,30,112,310,55
d3126,304,0,304,119,184,0,4,4,6,107,126,120,128,48,184,222,37
d3127,277,0,277,77,191,2,33,14,9,166,151,81,77,59,282,152,5
d3128,274,0,274,81,187,2,19,15,12,174,173,48,58,39,179,236,26
d3129,293,293,0,96,179,8,45,64,71,172,154,31,31,45,121,318,39
d3130,291,291,0,117,147,12,70,88,77,149,155,20,28,33,83,319,82
d3131,300,0,300,94,204,1,4,14,8,159,203,60,65,37,193,250,29
d3132,302,302,0,107,179,6,47,70,56,176,171,33,24,26,134,322,48
d3133,265,265,0,92,149,10,59,77,55,149,140,32,26,31,111,289,48
d3134,269,0,269,66,191,2,44,9,10,166,163,73,77,49,265,174,10
d3135,275,275,0,101,148,18,36,59,66,154,160,21,27,40,113,292,42
d3136,328,328,0,151,172,2,13,32,25,184,168,54,51,59,223,219,13
d3137,307,0,307,95,210,1,4,10,12,187,177,66,70,45,195,260,22
d3138,291,291,0,121,131,14,111,83,96,148,162,26,21,35,94,324,83
d3139,289,289,0,104,148,18,82,98,93,144,151,29,21,21,85,354,76
d3140,259,0,259,56,191,4,34,9,8,170,147,85,65,53,253,166,12
d3141,276,276,0,80,174,12,44,66,51,175,173,20,23,29,112,310,57
d3142,259,259,0,74,153,12,90,61,86,148,163,21,27,33,118,292,63
d3143,277,277,0,98,155,6,81,69,73,149,166,26,24,32,95,319,61
d3144,289,0,289,116,166,3,20,7,12,114,111,122,111,61,258,156,2
d3145,268,268,0,101,143,11,61,87,78,148,118,32,18,35,96,295,55
d3146,193,193,0,38,77,31,206,114,115,108,104,26,24,11,50,364,66
d3147,200,200,0,50,90,29,135,105,99,94,84,40,30,7,57,326,62
d3148,315,0,315,139,172,3,4,11,7,122,111,131,114,36,160,268,32
d3149,277,0,277,61,209,4,14,10,5,194,149,71,76,46,300,144,15
d3150,275,275,0,114,149,4,38,48,64,152,146,20,32,35,102,284,41
d3151,273,0,273,71,191,5,25,10,6,187,167,55,68,46,183,237,27
d3152,271,271,0,94,146,12,82,70,59,156,151,33,35,29,100,328,47
d3153,279,279,0,97,161,11,44,67,60,170,152,20,27,38,123,283,52
d3154,321,321,0,145,171,1,16,32,31,156,181,57,49,57,212,220,17
d3155,294,0,294,107,176,6,25,8,14,126,133,125,96,60,292,150,0
d3156,282,282,0,107,146,11,79,82,94,137,153,22,23,30,83,329,69
d3157,286,286,0,93,166,10,75,79,64,158,184,22,23,35,109,322,64
d3158,221,221,0,47,111,31,141,128,111,113,102,27,22,8,48,367,80
d3159,282,282,0,90,167,8,72,69,54,165,162,31,39,31,109,327,53
d3160,204,204,0,36,97,29,188,125,130,93,108,29,20,6,53,371,75
d3161,303,303,0,125,171,2,23,24,28,164,189,41,50,57,210,211,18
d3162,294,0,294,115,173,3,13,10,7,108,123,117,118,43,175,237,28
d3163,280,280,0,107,145,14,63,70,74,169,141,23,25,44,131,281,46
d3164,318,0,318,139,169,4,24,13,3,123,140,114,120,74,291,144,4
d3165,333,333,0,149,179,2,12,40,34,159,178,60,54,74,217,214,20
d3166,272,272,0,101,130,20,98,102,86,149,134,17,31,40,66,336,77
d3167,272,0,272,70,187,7,37,11,13,170,167,67,74,60,277,153,12
d3168,271,271,0,104,121,18,132,106,90,137,153,19,27,29,100,319,84
d3169,321,0,321,137,179,2,13,9,4,116,130,125,130,37,198,254,25
d3170,284,284,0,109,152,11,56,66,68,172,138,28,30,44,106,297,55
d3171,273,273,0,88,160,10,67,72,83,144,156,32,18,41,112,292,60
d3172,274,0,274,70,196,2,26,18,11,153,151,83,78,58,280,146,10
d3173,244,0,244,61,167,6,41,14,11,164,135,63,67,41,244,160,9
d3174,263,0,263,63,189,3,37,13,11,166,163,69,65,55,269,152,11
d3175,276,0,276,105,160,3,34,6,14,140,108,92,108,51,271,145,1
d3176,294,294,0,102,178,3,48,81,59,168,149,31,27,40,117,311,47
d3177,287,0,287,65,213,2,31,9,4,179,171,88,77,53,294,171,10
d3178,265,265,0,100,140,10,68,74,56,153,144,31,20,32,112,272,62
d3179,307,0,307,129,174,2,8,7,7,118,115,127,117,40,171,245,35
d3180,296,296,0,128,160,0,35,31,19,161,170,50,52,65,179,220,19
d3181,248,248,0,92,118,19,81,64,91,135,143,13,20,27,80,277,82
d3182,316,0,316,132,181,1,9,5,7,117,115,117,145,38,186,254,28
d3183,268,268,0,107,128,10,101,84,83,142,135,27,23,23,84,312,75
d3184,278,278,0,107,128,20,100,91,90,144,148,27,23,20,93,336,74
d3185,266,266,0,83,157,13,61,67,66,151,161,29,23,35,110,287,65
d3186,268,268,0,102,143,10,57,64,71,145,140,26,29,25,99,305,46
d3187,182,182,0,35,78,32,166,102,111,91,92,28,29,10,50,325,68
d3188,264,264,0,81,163,12,36,57,69,160,141,20,32,40,115,286,38
d3189,190,190,0,41,80,25,204,117,113,104,103,19,24,12,43,346,79
d3190,282,282,0,88,172,8,62,59,69,170,171,27,22,35,130,314,39
d3191,268,0,268,65,186,6,51,11,10,143,189,79,74,59,266,170,11
d3192,291,0,291,104,180,2,21,6,7,141,139,105,93,64,291,135,1
d3193,280,280,0,106,147,12,64,73,86,171,129,21,20,20,72,315,93
d3194,316,0,316,126,185,2,13,12,2,117,117,132,135,42,185,261,27
d3195,289,0,289,79,196,6,36,10,8,180,170,82,75,66,291,158,10
d3196,302,302,0,128,170,2,9,37,23,156,161,53,53,77,188,205,13
d3197,282,282,0,96,164,9,60,74,61,145,189,20,22,35,109,327,40
d3198,279,279,0,99,150,10,88,71,79,158,162,20,27,29,116,320,52
d3199,261,0,261,68,180,4,37,7,15,150,168,70,67,59,248,159,11
d3200,266,266,0,76,172,5,56,50,68,150,179,22,22,33,114,306,38
d3201,194,194,0,32,91,30,190,120,114,102,112,21,25,10,60,350,74
d3202,288,0,288,99,180,5,19,6,9,116,119,144,99,59,281,153,0
d3203,227,227,0,43,116,30,169,134,129,101,107,27,36,13,64,373,84
d3204,285,285,0,120,141,8,70,79,103,137,131,24,22,29,73,328,66
d3205,275,275,0,82,176,11,25,57,73,153,162,24,23,38,109,305,40
d3206,272,0,272,59,205,0,34,17,8,158,164,71,85,48,266,178,11
d3207,304,0,304,114,188,0,9,6,11,106,118,120,138,47,201,221,30
d3208,333,333,0,162,162,3,27,31,26,173,175,65,52,75,218,207,22
d3209,305,0,305,93,209,3,0,9,9,192,180,72,58,34,211,233,42
d3210,270,270,0,108,131,14,80,92,92,135,130,17,26,30,68,314,80
d3211,273,0,273,57,207,3,26,11,12,171,169,66,77,56,275,167,8
d3212,322,322,0,146,166,4,29,26,36,189,172,54,42,67,206,234,12
d3213,289,0,289,84,198,1,26,13,8,187,155,73,73,68,269,161,11
d3214,256,0,256,63,180,6,31,4,7,167,132,83,79,55,238,166,13
d3215,257,0,257,61,180,4,58,8,8,174,163,71,67,59,267,154,11
d3216,267,0,267,73,181,4,38,12,6,154,160,79,74,62,259,152,12
d3217,261,261,0,104,119,17,92,78,100,139,132,20,16,28,64,309,84
d3218,287,0,287,100,180,0,29,3,4,135,130,114,103,65,284,139,1
d3219,300,300,0,100,183,4,55,73,68,163,177,29,23,30,126,327,50
d3220,272,0,272,57,205,4,28,12,15,153,167,76,84,64,284,154,5
d3221,284,284,0,108,151,7,86,66,79,144,167,27,34,34,121,306,56
d3222,289,0,289,97,187,1,16,13,14,157,158,76,72,43,211,214,22
d3223,312,312,0,142,161,5,16,33,28,180,168,51,35,65,202,210,18
d3224,282,282,0,94,165,10,58,55,85,173,151,20,28,28,135,304,45
d3225,277,0,277,52,214,5,28,9,14,177,164,79,80,66,273,175,9
d3226,259,259,0,92,147,13,30,55,64,141,152,21,22,35,95,280,45
d3227,295,0,295,92,198,2,13,12,17,175,184,59,60,34,188,261,24
d3228,271,271,0,92,159,7,59,63,65,162,155,23,22,29,114,287,60
d3229,309,309,0,138,167,1,12,35,22,165,165,49,51,78,204,193,12
d3230,299,299,0,125,169,2,13,27,32,162,155,60,46,65,214,188,15
d3231,295,0,295,126,166,1,11,6,8,105,93,135,125,48,170,232,22
d3232,292,292,0,128,160,4,0,30,32,142,160,54,42,61,202,185,12
d3233,276,0,276,64,205,2,22,9,12,161,169,73,78,52,273,169,8
d3234,277,277,0,107,136,13,92,105,80,143,130,29,23,37,74,316,83
d3235,311,311,0,123,165,9,62,71,64,170,188,23,26,49,120,321,52
d3236,315,0,315,132,177,2,17,12,13,109,114,140,121,33,190,257,29
d3237,307,307,0,123,178,4,9,42,30,164,171,45,48,66,208,209,17
d3238,257,0,257,54,187,5,48,12,14,181,154,57,73,59,253,161,18
d3239,274,0,274,77,193,3,4,10,15,169,159,67,56,40,179,237,20
d3240,313,0,313,133,177,2,6,17,2,122,98,139,121,36,208,218,37
d3241,255,0,255,48,202,2,12,8,10,149,142,85,76,50,262,143,15
d3242,286,286,0,117,138,12,86,93,90,142,139,25,26,27,86,323,79
d3243,282,0,282,92,186,0,17,15,15,153,180,54,64,37,197,235,12
d3244,278,0,278,72,196,7,13,13,20,180,137,77,71,56,285,148,9
d3245,274,0,274,59,206,3,26,10,11,175,139,89,82,68,284,144,10
d3246,276,276,0,116,125,13,102,78,106,137,142,13,31,33,80,310,84
d3247,292,0,292,103,181,2,28,7,10,116,142,116,108,54,287,156,2
d3248,275,275,0,99,151,9,73,62,67,158,149,31,34,43,113,293,52
d3249,308,308,0,141,164,0,16,21,38,171,158,52,45,65,195,207,18
d3250,246,246,0,85,132,10,83,79,80,129,140,14,20,21,64,298,79
d3251,308,308,0,114,180,7,33,75,62,162,173,26,30,41,136,306,45
d3252,201,201,0,40,92,29,176,109,124,96,106,23,29,13,46,345,83
d3253,270,270,0,98,148,9,70,69,75,147,152,20,28,39,109,285,58
d3254,286,0,286,81,198,3,17,7,9,187,171,71,58,41,199,236,27
d3255,280,280,0,92,174,7,32,56,72,176,143,19,27,33,111,285,64
d3256,285,0,285,62,213,6,17,13,14,163,171,80,82,58,283,170,12
d3257,199,199,0,25,93,40,183,133,137,106,84,33,21,12,55,381,66
d3258,269,269,0,92,154,9,60,62,66,159,152,26,22,31,104,306,46
d3259,359,0,359,169,187,1,8,9,6,144,111,146,138,43,199,279,33
d3260,262,262,0,94,148,8,51,78,62,139,140,20,26,34,91,289,51
d3261,286,0,286,75,208,1,11,10,14,186,157,61,77,45,219,216,25
d3262,259,259,0,86,152,11,48,60,67,158,139,20,27,29,108,291,43
d3263,256,0,256,62,189,3,9,6,13,136,155,70,78,44,242,158,14
d3264,287,287,0,119,132,12,109,78,96,156,155,24,19,31,86,326,85
d3265,283,0,283,84,191,2,32,10,11,165,151,94,73,48,272,173,11
d3266,275,275,0,95,160,11,42,58,67,162,165,17,21,33,130,278,49
d3267,295,0,295,64,225,4,8,9,16,157,182,96,74,62,294,163,15
d3268,287,287,0,98,165,11,56,74,66,153,154,33,37,32,130,315,40
d3269,256,256,0,84,152,8,54,75,46,140,150,31,24,36,106,283,41
d3270,292,0,292,118,170,2,10,11,8,119,104,111,121,47,162,238,27
d3271,263,263,0,94,141,7,96,73,63,143,160,29,25,21,106,309,57
d3272,287,0,287,104,172,4,32,9,6,131,127,116,103,55,273,163,1
d3273,293,0,293,75,203,9,26,9,11,172,184,78,80,67,276,179,12
d3274,277,0,277,61,213,1,9,15,19,159,157,72,77,50,192,231,26
d3275,268,0,268,58,201,3,24,9,12,167,158,77,70,57,265,163,8
d3276,296,0,296,95,195,1,20,19,13,172,162,63,79,39,200,251,18
d3277,285,285,0,103,145,16,95,92,88,159,162,13,22,26,77,346,87
d3278,276,276,0,96,157,9,65,77,71,150,152,31,21,31,123,295,53
d3279,294,0,294,70,215,3,26,14,9,201,186,49,76,39,194,280,22
d3280,262,0,262,64,189,2,30,12,11,158,156,62,79,40,267,159,12
d3281,304,304,0,122,174,1,30,33,38,167,166,56,43,68,195,217,23
d3282,256,256,0,89,146,9,53,48,66,133,161,26,27,31,96,275,59
d3283,292,292,0,139,119,14,88,89,97,153,138,13,17,26,80,331,70
d3284,289,0,289,82,203,0,17,13,10,173,186,53,70,28,198,251,28
d3285,349,349,0,170,174,1,17,34,33,164,198,48,61,76,197,246,19
d3286,285,0,285,81,204,0,0,10,11,158,184,76,50,38,200,228,23
d3287,286,0,286,75,198,4,40,5,10,177,162,91,78,60,275,178,10
d3288,281,281,0,107,131,19,112,105,87,144,163,16,23,19,79,350,90
d3289,276,276,0,108,131,17,88,92,98,131,148,24,16,33,86,324,66
d3290,269,269,0,97,150,12,46,75,65,160,132,25,22,37,107,285,50
d3291,257,257,0,85,139,13,85,84,75,132,149,24,23,30,106,294,57
d3292,295,0,295,87,205,1,9,14,16,200,156,65,58,33,202,247,27
d3293,276,0,276,60,205,3,34,18,15,171,169,69,71,70,267,166,10
d3294,294,294,0,104,157,16,73,69,84,157,162,27,40,36,132,312,59
d3295,287,0,287,70,209,2,25,15,12,169,170,75,78,67,287,153,12
d3296,287,0,287,87,194,4,8,18,10,166,163,60,78,33,218,223,21
d3297,303,303,0,137,141,10,65,90,82,147,155,16,24,29,87,315,83
d3298,273,273,0,97,154,8,62,62,63,169,150,30,17,25,121,291,54
d3299,292,0,292,88,199,0,21,11,14,164,176,73,69,43,193,248,23
d3300,287,287,0,92,173,10,55,56,61,180,163,35,28,36,123,297,67
d3301,272,0,272,80,186,2,16,13,7,158,167,63,66,36,185,231,22
d3302,251,251,0,82,149,7,62,66,56,162,140,21,18,26,109,290,38
d3303,272,0,272,55,205,4,36,11,12,171,173,82,64,67,280,158,8
d3304,262,262,0,89,149,11,58,71,48,171,149,20,19,30,124,260,64
d3305,300,300,0,120,154,12,64,70,76,176,161,26,19,35,123,328,42
d3306,297,0,297,83,209,2,13,17,16,173,180,70,64,36,189,273,22
d3307,259,0,259,65,182,5,34,6,11,152,145,87,77,67,251,146,14
d3308,278,0,278,77,189,3,40,13,8,153,176,74,80,56,280,157,11
d3309,308,308,0,143,163,1,4,31,45,157,136,49,58,66,197,198,15
d3310,274,274,0,101,153,9,50,67,96,140,144,18,19,33,76,298,77
d3311,189,189,0,40,78,25,198,107,117,86,102,25,32,12,48,340,69
d3312,266,266,0,99,132,16,88,93,93,153,117,28,15,36,72,321,70
d3313,302,0,302,121,171,2,36,11,10,130,125,112,117,73,281,151,0
d3314,298,0,298,81,211,3,12,14,12,178,180,86,54,41,202,256,25
d3315,199,199,0,32,102,25,184,112,109,105,113,34,22,9,56,342,88
d3316,222,222,0,49,104,20,221,147,124,108,103,32,24,6,57,393,82
d3317,289,289,0,117,137,16,79,105,91,139,147,22,14,30,84,333,71
d3318,275,275,0,85,171,9,41,62,60,154,164,30,25,34,108,299,54
d3319,283,0,283,104,176,0,13,8,15,111,115,98,122,36,182,219,32
d3320,317,317,0,152,158,4,12,23,23,163,185,51,47,72,186,216,18
d3321,258,0,258,60,186,4,38,8,7,163,147,79,78,56,264,154,8
d3322,264,264,0,99,139,10,77,74,77,153,143,16,21,28,80,295,81
d3323,274,0,274,73,190,5,26,15,13,164,148,93,61,45,278,162,9
d3324,324,0,324,134,186,1,15,11,8,120,103,136,146,31,206,257,30
d3325,324,324,0,151,168,3,10,34,38,172,155,47,60,75,210,207,14
d3326,259,259,0,89,150,4,72,55,72,152,144,22,28,35,106,278,54
d3327,269,269,0,98,154,7,45,52,59,157,155,22,27,36,108,289,39
d3328,311,0,311,87,223,0,5,13,20,202,177,71,55,42,212,261,23
d3329,333,0,333,152,175,4,8,3,6,107,125,151,130,52,204,240,26
d3330,287,0,287,78,206,2,4,7,12,180,182,62,57,39,174,266,21
d3331,268,268,0,98,146,9,63,66,72,158,148,19,17,38,105,287,50
d3332,280,0,280,77,189,5,40,8,12,167,173,72,78,53,268,180,9
d3333,267,267,0,86,159,8,64,68,58,153,161,32,20,24,103,302,63
d3334,264,264,0,105,134,13,53,57,57,151,148,29,23,34,115,281,35
d3335,275,0,275,88,182,1,19,10,14,157,157,77,59,38,201,221,14
d3336,319,0,319,145,170,1,13,7,11,108,109,126,140,44,188,232,37
d3337,267,267,0,93,154,5,63,72,58,159,144,24,22,27,114,283,55
d3338,269,269,0,84,162,8,68,72,57,160,153,31,27,41,101,310,48
d3339,294,294,0,99,182,6,28,62,50,183,175,23,16,35,118,298,58
d3340,286,0,286,90,190,2,17,13,11,181,150,67,71,39,191,239,24
d3341,264,0,264,60,193,4,29,7,13,146,164,73,84,66,261,154,6
d3342,280,280,0,107,155,8,45,70,52,151,162,28,23,38,132,276,40
d3343,266,0,266,87,168,4,31,12,6,160,148,75,65,40,250,162,14
d3344,291,0,291,79,209,3,0,16,14,186,163,75,52,47,187,241,31
d3345,332,332,0,139,188,4,6,27,34,177,186,49,60,69,213,232,19
d3346,273,273,0,97,155,10,50,60,68,166,150,20,23,27,118,281,61
d3347,261,0,261,68,184,2,33,7,9,149,148,79,83,39,271,154,11
d3348,192,192,0,26,95,24,217,139,126,91,91,21,37,4,50,369,82
d3349,256,256,0,74,158,6,82,65,73,133,178,20,21,42,102,296,50
d3350,282,0,282,66,201,6,43,15,15,173,174,80,72,58,279,181,11
d3351,290,290,0,109,167,7,33,68,75,158,156,22,18,30,96,320,51
d3352,275,0,275,65,198,4,36,11,8,162,150,93,85,56,273,170,10
d3353,261,261,0,86,149,10,74,69,63,150,165,23,18,27,113,298,50
d3354,287,0,287,75,207,2,14,10,13,168,179,77,62,53,283,160,13
d3355,246,0,246,54,179,4,37,6,12,144,159,77,63,47,239,163,12
d3356,216,216,0,35,107,27,212,137,132,109,108,27,29,9,65,371,97
d3357,285,285,0,101,165,10,42,60,55,166,170,27,25,46,115,287,55
d3358,278,278,0,112,123,21,97,84,107,163,126,21,17,35,83,321,79
d3359,208,208,0,38,94,36,174,114,121,123,98,25,27,12,63,353,80
d3360,274,0,274,59,206,3,25,11,13,166,155,77,83,54,294,147,10
d3361,305,0,305,138,161,1,23,15,5,104,124,120,118,36,188,238,24
d3362,331,331,0,153,172,2,17,26,34,184,155,54,67,72,223,204,21
d3363,306,306,0,107,178,11,44,61,90,159,175,24,31,50,116,317,57
d3364,289,0,289,101,170,7,45,13,9,134,115,135,101,56,311,137,3
d3365,276,0,276,64,202,4,26,10,9,156,164,81,86,57,293,149,7
d3366,274,274,0,104,134,15,97,83,98,156,146,18,13,36,92,306,80
d3367,266,266,0,77,164,13,52,67,73,137,170,23,26,29,124,303,40
d3368,273,0,273,68,204,1,0,16,15,166,164,56,62,40,182,233,24
d3369,278,0,278,83,189,2,20,13,13,173,161,73,54,29,205,223,30
d3370,207,207,0,36,104,26,183,107,113,120,98,31,36,10,59,358,78
d3371,287,0,287,96,177,6,36,6,6,137,118,131,106,65,262,175,2
d3372,264,264,0,111,113,18,100,86,84,145,132,22,22,23,90,310,68
d3373,313,0,313,145,166,1,4,6,5,126,102,127,118,40,186,227,31
d3374,311,311,0,130,175,2,18,36,35,176,147,51,59,74,220,200,10
d3375,203,203,0,36,94,29,191,115,117,98,95,37,40,10,60,358,74
d3376,279,0,279,105,164,4,31,10,5,144,116,105,96,73,255,146,2
d3377,284,284,0,93,177,7,30,62,58,171,164,21,22,34,117,292,55
d3378,274,274,0,109,133,14,79,74,64,154,162,19,23,28,79,315,74
d3379,274,0,274,73,198,2,4,9,15,168,171,63,53,40,177,232,30
d3380,280,0,280,103,167,4,27,7,10,116,129,105,109,67,265,144,0
d3381,309,0,309,137,168,0,16,3,11,118,114,126,117,48,184,232,25
d3382,264,264,0,77,160,11,73,69,61,169,147,34,23,38,111,312,42
d3383,277,0,277,69,194,9,24,14,5,165,163,72,89,56,278,166,8
d3384,281,281,0,99,158,5,86,79,75,153,168,21,20,47,104,314,51
d3385,279,0,279,92,185,0,8,16,12,160,157,60,65,33,183,233,21
d3386,271,271,0,96,157,7,51,52,76,126,180,29,19,38,117,268,59
d3387,211,211,0,39,100,35,170,105,123,123,104,31,28,11,61,374,68
d3388,273,0,273,64,200,3,28,7,9,173,176,65,71,63,274,153,11
d3389,308,308,0,122,170,6,44,74,70,155,166,31,28,36,139,307,42
d3390,263,0,263,59,198,0,27,11,10,158,162,74,67,50,274,146,12
d3391,264,264,0,100,123,18,102,88,86,126,164,17,21,35,88,307,72
d3392,294,294,0,108,160,9,73,77,73,152,175,19,32,40,122,300,66
d3393,295,0,295,73,209,5,36,13,6,172,170,88,93,61,295,176,10
d3394,285,285,0,112,146,10,76,91,85,143,148,22,21,28,96,307,79
d3395,288,0,288,91,193,4,0,13,17,166,157,61,75,25,210,231,23
d3396,270,270,0,112,118,15,115,83,82,158,136,31,18,29,85,309,85
d3397,293,0,293,106,179,6,9,3,12,103,132,122,119,56,293,138,4
d3398,293,0,293,133,151,3,29,8,4,105,104,126,126,29,172,236,36
d3399,280,280,0,108,150,10,52,77,60,159,155,24,15,34,116,293,47
d3400,298,0,298,79,209,4,29,9,8,177,162,101,81,51,288,193,6
d3401,293,0,293,89,190,3,52,10,7,165,169,88,91,57,297,166,10
d3402,291,291,0,109,161,15,28,64,62,169,156,23,30,39,114,302,49
d3403,284,284,0,111,146,14,59,71,74,146,168,25,20,39,126,285,54
d3404,290,290,0,105,155,11,81,92,85,142,167,16,27,31,93,324,81
d3405,193,193,0,32,82,38,182,122,119,98,94,32,27,6,65,353,68
d3406,294,0,294,79,204,1,42,15,14,172,180,72,79,57,304,163,8
d3407,265,265,0,93,143,14,68,61,69,154,161,22,22,27,124,288,50
d3408,261,261,0,98,129,14,89,87,91,149,133,18,9,24,77,314,72
d3409,312,0,312,118,192,2,0,13,7,121,114,129,124,31,204,247,26
d3410,304,304,0,118,165,4,79,79,89,151,165,25,30,49,117,326,47
d3411,284,284,0,97,167,7,59,65,69,158,155,35,29,42,107,305,57
d3412,286,0,286,105,170,4,29,5,2,120,127,108,124,71,266,147,2
d3413,279,279,0,116,158,0,23,26,28,157,141,43,60,70,174,195,16
d3414,317,0,317,136,177,3,4,13,14,130,92,132,122,41,193,234,35
d3415,270,270,0,83,168,8,47,62,66,150,159,29,24,42,106,286,56
d3416,278,278,0,102,150,13,58,58,68,162,167,24,20,34,116,291,58
d3417,278,0,278,71,200,3,19,12,10,144,180,76,77,67,272,148,12
d3418,260,260,0,107,117,18,83,86,79,139,136,14,24,29,72,299,78
d3419,202,202,0,41,94,27,174,119,132,96,101,18,18,10,55,357,62
d3420,264,0,264,61,192,4,30,11,10,154,153,86,73,60,262,148,17
d3421,266,266,0,99,143,7,75,65,90,144,138,18,26,31,100,299,51
d3422,273,273,0,103,152,5,57,56,53,167,153,22,28,30,106,296,47
d3423,291,291,0,139,116,19,77,86,104,136,131,26,22,28,77,328,72
d3424,281,0,281,102,160,11,39,9,10,127,134,98,116,63,283,145,3
d3425,284,0,284,89,183,7,20,9,10,181,151,65,80,53,263,163,17
d3426,279,279,0,98,150,13,84,70,70,154,167,29,31,41,100,331,49
d3427,333,0,333,139,187,5,8,6,10,135,112,128,145,49,174,278,35
d3428,286,286,0,114,144,9,81,85,103,145,148,10,19,29,86,319,76
d3429,291,0,291,125,162,3,5,5,11,105,120,98,124,39,173,221,30
d3430,289,0,289,76,206,3,18,15,16,177,163,69,75,38,186,260,31
d3431,317,0,317,137,179,1,0,16,8,99,122,126,127,39,185,244,30
